Municipality or First Nation,Store Name,Address,Store Application Status
WINDSOR,J. SUPPLY CO. - WINDSOR OUELETTE,545 OUELLETTE AVE,Authorized to Open
WINDSOR,On the Cannabis Side,4756 TECUMSEH RD E,Authorized to Open
WINDSOR,One Plant,7555 TECUMSEH RD E,Authorized to Open
WINDSOR,One Plant,1320 WALKER RD UNIT 4,Authorized to Open
WINDSOR,Pop's Cannabis Co.,11500 TECUMSEH RD E UNIT 4,Authorized to Open
WINDSOR,Pop's Cannabis Co. ,4782 WYANDOTTE ST E,Authorized to Open
WINDSOR,Pop's Cannabis Co. ,1940 TECUMSEH RD W,Authorized to Open
WINDSOR,RC BUD SHOP,8061 WYANDOTTE ST E,Authorized to Open
WINDSOR,Regulators Cannabis,3099 FOREST GLADE DR,Authorized to Open
WINDSOR,Royal Blunt Cannabis,2615 HOWARD AVE UNIT 5,Authorized to Open
WINDSOR,SESSIONS WINDSOR,650 DIVISION RD UNIT 402,Authorized to Open
WINDSOR,ShinyBud Cannabis Co. 7833 Tecumseh,7833 TECUMSEH RD E,Authorized to Open
WINDSOR,The Higher Cannabis Company,3407 WALKER RD,Authorized to Open
WINDSOR,The We Store,4050 WALKER RD UNIT 300,Authorized to Open
WINDSOR,THE WE STORE,1565 WYANDOTTE ST E,Authorized to Open
WINDSOR,The We Store,6050 TECUMSEH RD E,Authorized to Open
WINDSOR,THE WE STORE,1800 HURON CHURCH RD UNIT B,Authorized to Open
WINDSOR,The We Store,4118 WALKER RD,Authorized to Open
WINDSOR,TRUE NORTH CANNABIS CO.,1368 OTTAWA ST,Authorized to Open
WINDSOR,Urbnbud,7405 TECUMSEH ROAD EAST UNIT 200,Authorized to Open
WINDSOR,URBNBUD,3838 MCGREGOR BLVD,Public Notice Period: Ended 2023/02/15
WINDSOR,Value Buds,1916 WYANDOTTE ST W,Authorized to Open
WINDSOR,Value Buds,1726 HURON CHURCH RD SUITE 4,Public Notice Period: Ended 2023/09/08
WINDSOR ,SPIRITLEAF 1550 HURON CHURCH ROAD,1440 HURON CHURCH RD UNIT 7,Authorized to Open
WINDSOR ,Tokyo Smoke,3100 HOWARD AVE UNIT T19A,Authorized to Open
WINGHAM,CANNABIS XPRESS,237 JOSEPHINE ST UNIT 1,Authorized to Open
WINGHAM,Naturally Bongins ,"11 VETERANS ROAD, UNIT B",Authorized to Open
WOODSTOCK,Canna Cabana ,385 SPRINGBANK AVE UNIT 143,Authorized to Open
WOODSTOCK,Dundas Cannabis,620 DUNDAS ST,Authorized to Open
WOODSTOCK,STELLAR Bud,951 DEVONSHIRE AVE UNIT 3,Authorized to Open
WOODSTOCK,VIP Cannabis Co.,930 DUNDAS ST UNIT 107,Authorized to Open
WOODSTOCK,Woodstock Cannabis Co,579 DUNDAS ST,Authorized to Open
WOODSTOCK ,Chronicles Cannabis Inc,20 HURON ST. UNIT A,Authorized to Open
WOODVIEW,Buzzed Buds,5584 HWY 28 UNIT 3,Authorized to Open
YORK,Above The Clouds Cannabis,259 SCARLETT RD,Authorized to Open
YORK,Budders,3466 DUNDAS ST W UNIT 1,Authorized to Open
YORK,BUDSIDE,2191 WESTON RD,Authorized to Open
YORK,BUDSSMOKE,1812 JANE ST,Authorized to Open
YORK,Canvas Cannabis,1285 WESTON RD,Authorized to Open
YORK,DMAC TORONTO,2559 EGLINTON AVE W,Authorized to Open
YORK,Eagle I Cannabis,1982 EGLINTON AVE W,Authorized to Open
YORK,Hidden Leaf Cannabis Co.,218 VAUGHAN RD,Authorized to Open
YORK,INDO SMOKE,2159 WESTON RD UNIT 2147,In Progress
YORK,Kush Klub,2250 EGLINTON AVE W,Authorized to Open
YORK,Nature's Canopy House,1792 WESTON RD,Authorized to Open
YORK,POT PALACE CANNABIS COMPANY,553 ROGERS RD,Authorized to Open
YORK,Smoke Lab Cannabis,2427 EGLINTON AVE W UNIT 2,Authorized to Open
YORK,Spot420 The Cannabis store,2147 WESTON RD,Authorized to Open
YORK,Stoney High Cannabis Corp.,333 SILVERTHORN AVE,Authorized to Open
YORK,THE POT SPOT,1860B EGLINTON AVE W,Authorized to Open
YORK,TOKE CANNABIS,1554 EGLINTON AVE W,Authorized to Open
YORK,WEEDJAR,355 OAKWOOD AVE,Authorized to Open
YORK,ZEN CANNABIS,425 JANE ST SUITE 1,Authorized to Open
YORK ,Matchbox Cannabis 605 Rogers,605 ROGERS RD UNIT D6C,Authorized to Open
